,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
10,"Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson",3 wins & 16 nominations.,"$94,800,000",USA,15 Jun 2010,"Albert Hughes, Allen Hughes",,"Action, Adventure, Drama, Thriller",English,53,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",https://m.media-amazon.com/images/M/MV5BNTE1OWI1YzgtZjEyMy00MjQ4LWE0NWMtYTNhYjc0ZDQ3ZGRkXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",15 Jan 2010,True,118 min,,The Book of Eli,movie,http://thebookofeli.warnerbros.com/,Gary Whitta,2010,tt1037705,6.9,"267,813",,
11,"Pierre Benezit, Tom Colomer, Josie Borrelly-Llop, Céline Porcel",1 win.,N/A,France,N/A,Eleonore Pourriat,,"Short, Drama",French,N/A,A day in the life of a man suffering from everyday sexism in a world ruled by women.,https://images-na.ssl-images-amazon.com/images/M/MV5BODM1M2FiOWQtODM0YS00MWFmLWE2MmMtNWRjMjNjMzA2ZjQ1XkEyXkFqcGdeQXVyMjA1ODU0OTk@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",09 Jul 2010,True,11 min,,Oppressed Majority,movie,N/A,"Eleonore Pourriat (scenario), Eleonore Pourriat (dialogue)",2010,tt1684911,6.9,410,,
12,"Chris Brown, Hayden Christensen, Matt Dillon, Michael Ealy",2 wins & 6 nominations.,"$57,744,720",USA,18 Jan 2011,John Luessenhop,,"Action, Crime, Thriller","English, Russian",45,A group of bank robbers find their multi-million dollar plan interrupted by a hard-boiled detective.,https://m.media-amazon.com/images/M/MV5BMTg4ODg5NzkzNl5BMl5BanBnXkFtZTcwNzAyODM5Mw@@._V1_SX300.jpg,Sony Pictures/Screen Gems,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",27 Aug 2010,True,107 min,,Takers,movie,http://www.whoarethetakers.com/,"Peter Allen, Gabriel Casseus, John Luessenhop, Avery Duff",2010,tt1135084,6.2,"52,764",,
13,"Aqib Khan, Om Puri, Linda Bassett, Robert Pugh",N/A,"$1,458,734",UK,N/A,Andy De Emmony,,"Comedy, Drama","English, Punjabi",N/A,An immigrant father decides to take his truant son back to the old country.,https://m.media-amazon.com/images/M/MV5BMTc1OTA3ODkxMV5BMl5BanBnXkFtZTcwNjMwMTA3NA@@._V1_SX300.jpg,D Films,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",25 Feb 2011,True,103 min,,West Is West,movie,http://www.westiswest.ca,Ayub Khan-Din (screenplay),2010,tt1441956,6.5,"2,669",,
14,"Jeong-hie Yun, Da-wit Lee, Hee-ra Kim, Nae-sang Ahn",24 wins & 20 nominations.,"$355,044",South Korea,23 Aug 2011,Chang-dong Lee,,Drama,Korean,87,"A sixty-something woman, faced with the discovery of a heinous family crime and in the early stages of Alzheimer's disease, finds strength and purpose when she enrolls in a poetry class.",https://m.media-amazon.com/images/M/MV5BOTdkM2FhNTUtYWJkZi00MDQ3LWJhMjktZjg4N2VjZTU2MmZhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,Kino International,Unrated,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",11 Feb 2011,True,139 min,,Poetry,movie,http://diaphana.fr/film/poetry,Chang-dong Lee,2010,tt1287878,7.8,"8,472",,
15,"Jason Bateman, Victor Pagan, Jennifer Aniston, Jeff Goldblum",1 win & 2 nominations.,"$27,400,000",USA,15 Mar 2011,"Josh Gordon, Will Speck",,"Comedy, Drama, Romance",English,52,"Seven years after the fact, a man comes to the realization that he was the sperm donor for his best friend's boy.",https://m.media-amazon.com/images/M/MV5BODQ5ODc0MjU1N15BMl5BanBnXkFtZTcwMTc3NzcyMw@@._V1_SX300.jpg,Miramax,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '52/100'}]",20 Aug 2010,True,101 min,,The Switch,movie,http://theswitch-movie.com,"Jeffrey Eugenides (based on the short story ""Baster"" by), Allan Loeb (screenplay by)",2010,tt0889573,6.1,"89,887",,
16,"Casper Van Dien, Brad Dourif, Nicole Eggert, Patrick Muldoon",N/A,N/A,USA,26 Jul 2011,Fred Olen Ray,,"Action, Adventure, Sci-Fi",English,N/A,"A new airplane that's equipped with a new computer that can fly the plane on its own is about to have its first flight. When the son of the owner decides to upload more software, he doesn't...",https://m.media-amazon.com/images/M/MV5BMTkzODAzMDQ0OF5BMl5BanBnXkFtZTgwMDMwNDA2MDE@._V1_SX300.jpg,Anchor Bay,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}]",28 Feb 2010,True,82 min,,Turbulent Skies,movie,N/A,"Fred Olen Ray, Peter Sullivan",2010,tt1518861,3.1,534,,
17,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",8 wins & 15 nominations.,"$53,700,000","USA, Canada, UK",12 Jul 2011,James Wan,,"Horror, Mystery, Thriller",English,52,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,https://m.media-amazon.com/images/M/MV5BMTYyOTAxMDA0OF5BMl5BanBnXkFtZTcwNzgwNTc1NA@@._V1_SX300.jpg,FilmDistrict,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",01 Apr 2011,True,103 min,,Insidious,movie,http://www.insidious-movie.com/,Leigh Whannell,2010,tt1591095,6.9,"250,849",,
18,"Colin Ford, Chloë Grace Moretz, Christopher Lloyd, Adair Tishler",1 win.,N/A,USA,11 May 2010,Gary J. Tunnicliffe,,"Adventure, Comedy, Family, Fantasy",English,N/A,Jack goes up the beanstalk to rescue a little girl who has been transformed into a harp.,https://m.media-amazon.com/images/M/MV5BMTkzMTU4NDg3MF5BMl5BanBnXkFtZTcwMjc2NDU4OQ@@._V1_SX300.jpg,Avalon Family Entertainment,G,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",06 Nov 2009,True,94 min,,Jack and the Beanstalk,movie,N/A,"Flip Kobler (screenplay), Cindy Marcus (screenplay)",2009,tt1079968,4.8,"1,508",,
19,"Ayrton Senna, Alain Prost, Frank Williams, Ron Dennis",Won 2 BAFTA Film Awards. Another 16 wins & 17 nominations.,"$1,602,460","UK, France, USA",06 Mar 2012,Asif Kapadia,,"Documentary, Biography, Sport","English, Portuguese, French, Japanese",79,"A documentary on Brazilian Formula One racing driver Ayrton Senna, who won the F1 world championship three times before his death at age 34.",https://m.media-amazon.com/images/M/MV5BMTc5MTUzOTAxMl5BMl5BanBnXkFtZTcwODQzMjg3NA@@._V1_SX300.jpg,Independent Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",25 May 2011,True,106 min,,Senna,movie,http://www.facebook.com/sennamovie,Manish Pandey,2010,tt1424432,8.6,"54,386",,
20,"Rainn Wilson, Ellen Page, Liv Tyler, Kevin Bacon",1 win.,"$200,000",USA,09 Aug 2011,James Gunn,,"Action, Comedy, Drama",English,50,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills.",https://m.media-amazon.com/images/M/MV5BMTcxMDkxNjI1NF5BMl5BanBnXkFtZTcwMzE5Njc1NA@@._V1_SX300.jpg,IFC Midnight,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",10 Jun 2011,True,96 min,,Super,movie,http://www.thecrimsonbolt.com/,James Gunn,2010,tt1512235,6.8,"69,948",,
21,"Jennifer Love Hewitt, Teddy Sears, Sonja Bennett, Lynda Boyd",Nominated for 1 Golden Globe. Another 1 win.,N/A,USA,N/A,Eric Laneuville,,Drama,English,N/A,"A young woman takes a job at a massage parlor to support her family when her husband is unable to work, and soon finds her life spiraling out of control.",https://m.media-amazon.com/images/M/MV5BMTM1MjQ0Nzc5OF5BMl5BanBnXkFtZTcwODQ1NzcxNA@@._V1_SX300.jpg,N/A,TV-14,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",19 Jul 2010,True,88 min,,The Client List,movie,N/A,Suzanne Martin,2010,tt1625340,5.8,"6,151",,
22,"Jemaine Clement, Heath Franklin, Hayden Frost, Tim Finn",6 wins & 6 nominations.,N/A,New Zealand,N/A,Jason Stutter,,"Comedy, Crime",English,N/A,Coming of age crime comedy set in 1930's New Zealand. Adaptation of the Ronald Hugh Morrieson novel.,https://m.media-amazon.com/images/M/MV5BMTU5MTg2NDYxNV5BMl5BanBnXkFtZTcwMTUzNjc2Mw@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",26 Aug 2010,True,N/A,,Predicament,movie,N/A,"Ronald Hugh Morrieson (novel), Jason Stutter (screenplay)",2010,tt1574639,5.4,198,,
23,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd",Nominated for 1 Golden Globe. Another 9 wins & 20 nominations.,"$58,401,464",USA,21 Dec 2010,Will Gluck,,"Comedy, Drama, Romance",English,72,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,https://m.media-amazon.com/images/M/MV5BMjE1MzU1Mjg1OF5BMl5BanBnXkFtZTcwNDc3NDQ2Mw@@._V1_SX300.jpg,Sony Pictures/Screen Gems,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",17 Sep 2010,True,92 min,,Easy A,movie,http://www.letsnotandsaywedid.com/,Bert V. Royal,2010,tt1282140,7.1,"326,674",,
24,"Queen Latifah, Common, Paula Patton, James Pickens Jr.",1 win & 11 nominations.,"$21,520,719",USA,14 Sep 2010,Sanaa Hamri,,"Comedy, Romance, Sport",English,51,A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.,https://m.media-amazon.com/images/M/MV5BMTQ5MTcxODQwNF5BMl5BanBnXkFtZTcwNDk1MjQyMw@@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",14 May 2010,True,100 min,,Just Wright,movie,http://www.foxsearchlight.com/justwright/,Michael Elliot,2010,tt1407061,5.9,"12,291",,
25,"Jessica Alba, Chris Messina, Sônia Braga, John Shea",1 nomination.,N/A,USA,01 Nov 2011,Marilyn Agrelo,,"Comedy, Drama, Family, Romance",English,23,"Mona Gray is a 20-year-old loner who, as a child, turned to math for salvation after her father became ill. As an adult, Mona now teaches the subject and must help her students through their own crises.",https://m.media-amazon.com/images/M/MV5BMTcwNTgzMDgxNF5BMl5BanBnXkFtZTgwNzAxMzcwMzE@._V1_SX300.jpg,IFC Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",07 Oct 2010,True,96 min,,An Invisible Sign,movie,http://www.ifcfilms.com/films/an-invisible-sign,"Pamela Falk (screenplay), Michael Ellis (screenplay), Aimee Bender (book)",2010,tt1212454,5.4,"3,767",,
26,"Drew Barrymore, Justin Long, Charlie Day, Jason Sudeikis",N/A,"$17,797,316",USA,30 Nov 2010,Nanette Burstein,,"Comedy, Romance",English,51,A romantic comedy centered on a guy and a gal who try to keep their love alive as they shuttle back and forth between New York and San Francisco to see one another.,https://m.media-amazon.com/images/M/MV5BMjQ1ODUyMjk5N15BMl5BanBnXkFtZTcwMjAxOTE2Mw@@._V1_SX300.jpg,New Line Cinema,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",03 Sep 2010,True,102 min,,Going the Distance,movie,http://www.going-the-distance.com,Geoff LaTulippe,2010,tt1322312,6.3,"54,102",,
27,"Jennifer Lawrence, Isaiah Stone, Ashlee Thompson, Valerie Richards",Nominated for 4 Oscars. Another 63 wins & 120 nominations.,"$6,200,000",USA,26 Oct 2010,Debra Granik,,"Drama, Mystery",English,90,An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,https://m.media-amazon.com/images/M/MV5BMjA0OTM3MDMxNF5BMl5BanBnXkFtZTcwMDY1MjI0Mw@@._V1_SX300.jpg,Roadside Attractions,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",16 Jul 2010,True,100 min,,Winter's Bone,movie,http://www.wintersbonemovie.com/,"Debra Granik (screenplay), Anne Rosellini (screenplay), Daniel Woodrell (novel)",2010,tt1399683,7.2,"127,003",,
28,N/A,1 nomination.,N/A,France,N/A,Mariana Otero,,"Documentary, Musical",French,N/A,"When confronted with their lingerie factory (Starissima) going bankrupt, the employees attempt to take it over by forming a cooperative. Soon questions about fundamental economic and social...",https://m.media-amazon.com/images/M/MV5BMTQ0MTE5MzAzOV5BMl5BanBnXkFtZTgwODU3NDA2MDE@._V1_SX300.jpg,N/A,TV-G,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",06 Oct 2010,True,88 min,,Into Our Own Hands,movie,N/A,Mariana Otero,2010,tt1653853,7.2,44,,
29,"Santiago Segura, Mercè Llorens, Álex Angulo, Enrique Villén",2 wins & 8 nominations.,N/A,Spain,N/A,Óscar Aibar,,"Biography, Comedy",Spanish,N/A,"Is it possible to live aside of the system, thinking only about the present and oneself? A feature film about Manuel Vázquez, the best comic book author in Barcelona during the sixties, but...",https://m.media-amazon.com/images/M/MV5BMjI1OTk2NzAwOF5BMl5BanBnXkFtZTgwMTAyNzI1MDE@._V1_SX300.jpg,Alta Films,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",24 Sep 2010,True,106 min,,The Great Vazquez,movie,N/A,Óscar Aibar,2010,tt1525915,6.2,871,,
30,"Kevin Spacey, Ruth Marshall, Graham Greene, Hannah Endicott-Douglas",Nominated for 1 Golden Globe. Another 1 win & 1 nomination.,"$1,039,869",Canada,05 Apr 2011,George Hickenlooper,,"Biography, Comedy, Crime, Drama",English,51,A hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder.,https://m.media-amazon.com/images/M/MV5BMTM2NzQ4NDE2M15BMl5BanBnXkFtZTcwNDM0NzcwNA@@._V1_SX300.jpg,ATO Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",07 Jan 2011,True,108 min,,Casino Jack,movie,http://casinojack-movie.com/,Norman Snider,2010,tt1194417,6.2,"16,131",,
31,"Riz Ahmed, Arsher Ali, Nigel Lindsay, Kayvan Novak",Won 1 BAFTA Film Award. Another 8 wins & 23 nominations.,"$308,769","UK, France",08 Mar 2011,Christopher Morris,,"Comedy, Crime, Drama","English, Urdu, Arabic",68,Four incompetent British terrorists set out to train for and commit an act of terror.,https://m.media-amazon.com/images/M/MV5BMTczNDQxNzI0NF5BMl5BanBnXkFtZTcwNDM0NzEwNA@@._V1_SX300.jpg,Drafthouse Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",07 May 2010,True,97 min,,Four Lions,movie,http://www.fourlionsfilm.com/,"Christopher Morris, Sam Bain, Jesse Armstrong, Simon Blackwell (additional writing)",2010,tt1341167,7.3,"65,725",,
32,"Yeong-hie Seo, Seong-won Ji, Min-ho Hwang, Min Je",16 wins & 13 nominations.,N/A,South Korea,09 Oct 2012,Cheol-soo Jang,,"Drama, Horror, Thriller",Korean,N/A,"A woman subject to mental, physical, and sexual abuse on a remote island seeks a way out.",https://m.media-amazon.com/images/M/MV5BMjAyNDEwMDgzMl5BMl5BanBnXkFtZTcwNzMyMTYwNQ@@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",02 Sep 2010,True,115 min,,Bedevilled,movie,N/A,Kwang-young Choi,2010,tt1646959,7.3,"11,344",,
33,"Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Cara Buono",14 wins & 28 nominations.,"$12,134,420","UK, USA",01 Feb 2011,Matt Reeves,,"Drama, Fantasy, Horror, Mystery, Thriller",English,79,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.,https://m.media-amazon.com/images/M/MV5BNDQ4MjQ4OTMwMF5BMl5BanBnXkFtZTcwOTYzNDc4Mw@@._V1_SX300.jpg,Overture Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",01 Oct 2010,True,116 min,,Let Me In,movie,http://www.letmein-movie.com/,"Matt Reeves (screenplay), John Ajvide Lindqvist (screenplay ""Låt den rätte komma in""), John Ajvide Lindqvist (novel)",2010,tt1228987,7.1,"106,044",,
