,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
10,"Will Arnett, Will Forte, Chi McBride, Kristen Wiig",1 win.,"$900,926",USA,26 Dec 2007,Bob Odenkirk,,Comedy,English,32,"A pair of well-meaning, but socially inept brothers try to find their perfect mates in order to provide their dying father with a grandchild.",https://m.media-amazon.com/images/M/MV5BMTUxNzUwNzcyNV5BMl5BanBnXkFtZTcwNjM3MTg0MQ@@._V1_SX300.jpg,Screen Gems,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",07 Sep 2007,True,93 min,,The Brothers Solomon,movie,http://www.sonypictures.com/movies/thebrotherssolomon,Will Forte,2007,tt0784972,5.3,"10,146",,
11,"Emma Roberts, Craig Gellis, Rich Cooper, Max Thieriot",7 nominations.,"$25,498,513",USA,11 Mar 2008,Andrew Fleming,,"Comedy, Crime, Family, Mystery, Romance, Thriller",English,53,"Teen detective Nancy Drew accompanies her father on a business trip to Los Angeles, where she happens upon clues to a murder mystery involving a movie star.",https://m.media-amazon.com/images/M/MV5BMTk5OTkwOTA5OV5BMl5BanBnXkFtZTcwMTQwMTM0MQ@@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",15 Jun 2007,True,99 min,,Nancy Drew,movie,http://www.nancydrewmovie.com/,"Andrew Fleming (screenplay), Tiffany Paulsen (screenplay), Tiffany Paulsen (story), Mildred Wirt Benson (characters)",2007,tt0479500,5.9,"17,943",,
12,"Martin Sheen, Kristen Bell, Michael York, Joe Estevez",N/A,N/A,USA,22 Jul 2008,"Dano Johnson, Jeffrey Travis",,"Animation, Short",English,N/A,"Based on Edwin Abott's book ""Flatland"", this is an animated film about geometric characters living in a two-dimensional world. When a young girl named ""Hex"" decides to ""think outside the ...",https://m.media-amazon.com/images/M/MV5BMTI4MjI4Mzc0Nl5BMl5BanBnXkFtZTcwNDA1Nzk0MQ@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,True,34 min,,Flatland: The Movie,movie,N/A,"Edwin A. Abbott (book), Seth Caplan, Dano Johnson, Jeffrey Travis",2007,tt0814106,6.2,727,,
13,"Sarah Adler, Nikol Leidman, Gera Sandler, Noa Raban",5 wins & 14 nominations.,N/A,"Israel, France",30 Sep 2008,"Shira Geffen, Etgar Keret",,Drama,"Hebrew, English, Tagalog, German",67,Meduzot (the Hebrew word for Jellyfish) tells the story of three very different Israeli women living in Tel Aviv whose intersecting stories weave an unlikely portrait of modern Israeli life...,https://images-na.ssl-images-amazon.com/images/M/MV5BODQ0MTIxMTkxNF5BMl5BanBnXkFtZTcwMzAzNzg5MQ@@._V1_SX300.jpg,Zeitgeist Films,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",28 Jun 2007,True,78 min,,Meduzot,movie,http://my.ynet.co.il/meduzot/meduzot.htm,Shira Geffen,2007,tt0807721,7.1,"2,265",,
14,"Steven Pasquale, Reiko Aylesworth, John Ortiz, Johnny Lewis",4 nominations.,"$41,668,854",USA,15 Apr 2008,"Colin Strause, Greg Strause",,"Action, Horror, Sci-Fi, Thriller",English,29,"Warring Alien and Predator races descend on a rural Colorado town, where unsuspecting residents must band together for any chance of survival.",https://m.media-amazon.com/images/M/MV5BMTI5NDY2NDUwM15BMl5BanBnXkFtZTYwNzQxMTA3._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",25 Dec 2007,True,94 min,,Aliens vs. Predator: Requiem,movie,http://www.avp-r.com/,"Shane Salerno, Dan O'Bannon (""Alien"" characters), Ronald Shusett (""Alien"" characters), Jim Thomas (""Predator"" characters), John Thomas (""Predator"" characters)",2007,tt0758730,4.7,"108,128",,
15,"Fanny Ardant, Ania Bukstein, Michal Shtamler, Adir Miller",9 nominations.,N/A,"France, Israel",07 Apr 2009,Avi Nesher,,Drama,"Hebrew, French, English",N/A,"In The Secrets, two brilliant young women discover their own voices in a repressive orthodox culture where females are forbidden to sing, let alone speak out. Naomi, the studious, devoutly ...",https://images-na.ssl-images-amazon.com/images/M/MV5BOTA5MDM5MzgxNF5BMl5BanBnXkFtZTcwMTU0NDQwMg@@._V1_SX300.jpg,Monterey Media,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",26 Nov 2008,True,127 min,,The Secrets,movie,http://www.thesecretsmovie.com/,"Hadar Galron, Avi Nesher",2007,tt0782867,7.1,"1,698",,
16,"Denzel Washington, Russell Crowe, Chiwetel Ejiofor, Josh Brolin",Nominated for 2 Oscars. Another 12 wins & 35 nominations.,"$130,127,620","USA, UK",19 Feb 2008,Ridley Scott,,"Biography, Crime, Drama, Thriller","English, Thai, Spanish",76,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",https://m.media-amazon.com/images/M/MV5BMTkyNzY5MDA5MV5BMl5BanBnXkFtZTcwMjg4MzI3MQ@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",02 Nov 2007,True,157 min,,American Gangster,movie,http://www.americangangster.net,"Steven Zaillian, Mark Jacobson (article)",2007,tt0765429,7.8,"364,005",,
17,"João Miguel, Fabiula Nascimento, Babu Santana, Carlo Briani",27 wins & 15 nominations.,N/A,"Brazil, Italy",N/A,Marcos Jorge,,Drama,Portuguese,N/A,"In the great restaurant of life, there are those who eat and those who get eaten. Raimundo Nonato finds an alternative way, a life of his own: he cooks in order to survive and find a place ...",https://m.media-amazon.com/images/M/MV5BNzE1NzBkMmMtZmFmOC00MTJiLTg3ZDMtY2Y0MmQ5OTk4M2Q0XkEyXkFqcGdeQXVyMTA1MDczNjE@._V1_SX300.jpg,ABC Distribution,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",11 Apr 2008,True,113 min,,Estomago: A Gastronomic Story,movie,N/A,"Fabrizio Donvito (screenplay collaborator), Marcos Jorge (screenplay), Lusa Silvestre (screenplay), Lusa Silvestre (story ""Presos pelo estômago""), Cláudia da Natividade (screenplay collaborator)",2007,tt1039960,7.8,"4,521",,
18,"Pilar López de Ayala, Verónica Sánchez, Gabriella Pession, Marta Etura",6 wins & 15 nominations.,N/A,"Spain, Italy",N/A,Emilio Martínez Lázaro,,Drama,Spanish,N/A,True story of thirteen totally normal young women that suffered harsh questioning and were put in prison under made up charges of helping the rebellion against Franco back in the 1940's. ...,https://m.media-amazon.com/images/M/MV5BNDEyYmI3YTYtZGIxZS00OTZjLTg2NmUtMGExMDJjYjJmMTY5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",19 Oct 2007,True,100 min,,13 Roses,movie,N/A,"Pedro Costa (story), Emilio Martínez Lázaro (story), Ignacio Martínez de Pisón",2007,tt0809533,6.9,"1,559",,
19,"Lauren Birkell, Paul Borghese, Chira Cassel, Anthony Cirillo",N/A,N/A,USA,16 Sep 2008,David Ross,,Drama,English,35,A teenager turns her babysitting service into a call-girl service for married guys after fooling around with one of her customers.,https://m.media-amazon.com/images/M/MV5BOGFjMTgwNDAtNGVjOS00MjQ3LTgzZWMtYWE2M2ZkMDRiMjMyXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,Peace Arch Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",13 May 2011,True,88 min,,The Babysitters,movie,http://www.thebabysitters.com/,David Ross,2007,tt0796302,5.7,"10,018",,
20,"Lisa Ray, Sheetal Sheth, Parvin Dabas, Nandana Sen",8 wins & 1 nomination.,N/A,"South Africa, UK",04 May 2010,Shamim Sarif,,"Drama, Romance",English,N/A,A drama centered on two women who engage in a dangerous relationship during South Africa's apartheid era.,https://m.media-amazon.com/images/M/MV5BMTYzMzcwOTcwMl5BMl5BanBnXkFtZTcwMzAzNzc5MQ@@._V1_SX300.jpg,Regent Releasing/here! Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}]",03 Apr 2009,True,93 min,,The World Unseen,movie,http://www.theworldunseenmovie.com/,"Shamim Sarif (novel), Shamim Sarif (screenplay)",2007,tt1048174,6.7,"3,415",,
21,"Marc Blucas, Jose Pablo Cantillo, Emmanuelle Chriqui, James DeBello",N/A,N/A,USA,19 Feb 2008,Eric Amadio,,"Comedy, Drama, Romance",English,N/A,"Vignettes about eight different couples at varying points in their relationships, each having conversations immediately after having sex.",https://m.media-amazon.com/images/M/MV5BMTIzNjI0OTYxMl5BMl5BanBnXkFtZTcwMzA2NDM3MQ@@._V1_SX300.jpg,Anchor Bay Entertainment,Unrated,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",19 Feb 2008,True,77 min,,After Sex,movie,http://www.myspace.com/after_sex,Eric Amadio,2007,tt0465375,5.5,"7,597",,
22,"David Cross, Caleigh White, Campbell Scott, Alex Kingston",N/A,N/A,USA,16 Dec 2008,Gary Walkow,,Drama,English,N/A,"Having been kicked out of his house by his wife, writer Richard McMurray crashes on the couch of two sexy co-eds where he just might find the inspiration to complete his second novel.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxODg5NTY0MV5BMl5BanBnXkFtZTcwNTE4NTg5MQ@@._V1_SX300.jpg,Image Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",01 Jan 2007,True,79 min,,Crashing,movie,http://www.fenixpictures.com/,"Gary Walkow (screenplay), Gary Walkow (story), Alain Silver (story)",2007,tt0475243,5.6,547,,
23,"Ye-jin Son, Deok-Hwan Ryu",N/A,N/A,South Korea,N/A,Seong-gang Lee,,"Animation, Fantasy",Korean,N/A,"After losing her family to fox hunters, five-tailed Yobi lives in the forest with some shipwrecked aliens, far away from the humans. When one of her alien friends gets captured by a ...",https://m.media-amazon.com/images/M/MV5BYWY5NmE3ZGUtZTcxYy00YTQzLTkwYzMtMTkyYzFhYmMwMWMyXkEyXkFqcGdeQXVyNTgwNzU4NjM@._V1_SX300.jpg,Éditions Montparnasse,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",25 Jan 2007,True,86 min,,"Yobi, the Five Tailed Fox",movie,http://www.yeuwoobi.co.kr/,Seong-gang Lee,2007,tt1077274,6.9,770,,
24,"Jean Dujardin, Jocelyn Quivrin, Patrick Mille, Vahina Giocante",2 wins & 1 nomination.,N/A,France,12 May 2009,Jan Kounen,,"Comedy, Drama",French,N/A,"The life of Octave Parango, a flamboyant ad designer, filled with success, satire, misery and love.",https://m.media-amazon.com/images/M/MV5BM2IyOGQ2OGYtODZiZC00ODVhLTliMTAtODlmNDA0ODRiMGYwXkEyXkFqcGdeQXVyMjc1NDA2OA@@._V1_SX300.jpg,Equinoxe Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",26 Sep 2007,True,100 min,,99 francs,movie,http://www.99francs-lefilm.com/,"Nicolas Charlet (screenplay and dialogue), Bruno Lavaine (screenplay and dialogue), Jan Kounen (screenplay), Frédéric Beigbeder (novel)",2007,tt0875113,7.3,"17,554",,
25,"Amanda Bynes, Sara Paxton, Matt Long, Jack Carpenter",N/A,"$11,702,090",USA,22 Jan 2008,Joe Nussbaum,,"Comedy, Drama, Romance",English,45,A modern retelling of Snow White set against students in their freshman year of college in the greek system.,https://m.media-amazon.com/images/M/MV5BMTk3ODc3ODAxN15BMl5BanBnXkFtZTcwNzcwMDU1MQ@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",21 Sep 2007,True,108 min,,Sydney White,movie,http://www.myspace.com/sydneywhite,Chad Gomez Creasey,2007,tt0815244,6.3,"42,881",,
26,"Chiara Mastroianni, Danielle Darrieux, Catherine Deneuve, Simon Abkarian",Nominated for 1 Oscar. Another 28 wins & 54 nominations.,"$4,400,000","France, USA",24 Jun 2008,"Vincent Paronnaud, Marjane Satrapi",,"Animation, Biography, Drama, War","French, English, Persian, German",90,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,https://m.media-amazon.com/images/M/MV5BMGRkZThmYzEtYjQxZC00OWEzLThjYjAtYzFkMjY0NGZkZWI4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",22 Feb 2008,True,96 min,,Persepolis,movie,http://www.sonyclassics.com/persepolis/,"Marjane Satrapi (comic), Vincent Paronnaud (scenario)",2007,tt0808417,8.1,"81,045",,
27,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong",3 wins & 12 nominations.,"$107,901,736",USA,29 Dec 2009,Oren Peli,,"Horror, Mystery, Thriller",English,68,"After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.",https://m.media-amazon.com/images/M/MV5BMjY1NjcxODQ4MV5BMl5BanBnXkFtZTcwMzUxNjM4Mg@@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",16 Oct 2009,True,86 min,,Paranormal Activity,movie,http://www.paranormalactivity-movie.com/,Oren Peli,2007,tt1179904,6.3,"205,976",,
28,"Philippe Allard, Catherine Conet, Alexandra Corréa, Jean-Marc Delhausse",N/A,N/A,"Belgium, France, Hungary",N/A,Philippe Leclerc,,Animation,French,N/A,"Akhesa, lovely Princess 14, is far from imagining that one day reign over Egypt ... When this adventure begins, the impetuous young girl rebels against her father, Pharaoh Akhenaton. She ...",https://m.media-amazon.com/images/M/MV5BMTU0NTk2ODA2OF5BMl5BanBnXkFtZTgwNDkzMDA3NjE@._V1_SX300.jpg,Rézo Films,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",04 Apr 2007,True,90 min,,La reine soleil,movie,N/A,"Gilles Adrien, Laurent Burtin (dialogue), Christian Jacq (novel), Hadrien Soulez Larivière, Nathalie Suhard (dialogue)",2007,tt0459959,5.8,318,,
29,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson",1 nomination.,"$43,100,000",USA,13 Feb 2008,Scott Hicks,,"Comedy, Drama, Romance",English,50,The life of a top chef changes when she becomes the guardian of her young niece.,https://m.media-amazon.com/images/M/MV5BMTI1NzQ5MzU1OV5BMl5BanBnXkFtZTcwNzExODU0MQ@@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",27 Jul 2007,True,104 min,,No Reservations,movie,http://noreservationsmovie.warnerbros.com/,"Carol Fuchs (screenplay), Sandra Nettelbeck (screenplay ""Mostly Martha"")",2007,tt0481141,6.3,"66,183",,
30,"Cillian Murphy, Lucy Liu, Jason Sudeikis, Michael Panes",1 win.,N/A,USA,12 Aug 2008,Paul Soter,,"Comedy, Romance",English,N/A,A film noir buff has his life turned on end by a femme fatale with a big adventure in mind.,https://m.media-amazon.com/images/M/MV5BMjI1NTc0MTgyOF5BMl5BanBnXkFtZTcwMzU5MTkxNA@@._V1_SX300.jpg,Hart-Lunsford Pictures,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",11 Sep 2008,True,91 min,,Watching the Detectives,movie,N/A,Paul Soter,2007,tt0472205,6.4,"3,869",,
31,"David Chisum, Kristen Kerr, Kevin J. O'Connor, Richard Tyson",N/A,N/A,USA,02 Oct 2007,Scott Thomas,,"Action, Horror, Sci-Fi",English,N/A,"A fellow scientist accidentally escapes containment aboard a plane during turbulence. After she is gunned down by a security guard, she reanimates as a zombie, killing and infecting several...",https://m.media-amazon.com/images/M/MV5BMjE0NTgzMzUzMF5BMl5BanBnXkFtZTcwMzI5OTQ1MQ@@._V1_SX300.jpg,Videoville Showtime,Unrated,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",24 Jun 2008,True,94 min,,Flight of the Living Dead,movie,N/A,"Sidney Iwanter, Mark Onspaugh, Scott Thomas",2007,tt0780583,5.2,"8,654",,
32,"Lauren German, Roger Bart, Heather Matarazzo, Bijou Phillips",5 nominations.,"$17,544,812","USA, Czech Republic, Italy, Iceland, Slovakia",23 Oct 2007,Eli Roth,,"Crime, Horror, Thriller","English, Slovak, Italian, Czech",46,"Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it.",https://m.media-amazon.com/images/M/MV5BMjA1NTQ3MjI2N15BMl5BanBnXkFtZTYwNTQ4MTI3._V1_SX300.jpg,Lionsgate,R,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",08 Jun 2007,True,94 min,,Hostel: Part II,movie,http://www.hostel2.com/,"Eli Roth, Eli Roth (characters)",2007,tt0498353,5.5,"79,531",,
