,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
17,"Reese Witherspoon, Sally Field, Regina King, Jennifer Coolidge",3 wins & 4 nominations.,"$89,808,372",USA,29 Aug 2006,Charles Herman-Wurmfeld,,Comedy,English,47,"Elle Woods heads to Washington, D.C. to join the staff of a Representative in order to pass a bill to ban animal testing.",https://m.media-amazon.com/images/M/MV5BMTkwNzExMjk0MF5BMl5BanBnXkFtZTcwOTUzNDcyMw@@._V1_SX300.jpg,MGM/UA,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",02 Jul 2003,True,95 min,,"Legally Blonde 2: Red, White & Blonde",movie,http://www.legallyblonde2.com,"Amanda Brown (characters), Eve Ahlert (story), Dennis Drake (story), Kate Kondell (story), Kate Kondell (screenplay)",2003,tt0333780,4.7,"55,630",,
18,"Mark Aisbett, Ashton Kutcher, Jon Abrahams, Tara Reid",4 nominations.,N/A,USA,03 Feb 2004,David Zucker,,"Comedy, Romance",English,N/A,"After a man is asked to house sit for his boss, he becomes determined to get closer to the boss's daughter, but events keep unfolding that stop him from achieving his goal.",https://m.media-amazon.com/images/M/MV5BMjE4MjA0MzQ5OV5BMl5BanBnXkFtZTcwNTY3MDAwMQ@@._V1_SX300.jpg,Miramax Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}]",22 Aug 2003,True,86 min,,My Boss's Daughter,movie,https://www.facebook.com/mybossdaughtermovie,David Dorfman,2003,tt0270980,4.7,"26,654",,
19,"Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King",1 win & 6 nominations.,"$103,600,000",USA,23 Sep 2003,Steve Carr,,"Comedy, Family","English, Klingon, German",39,Two men get laid off and have to become stay-at-home dads when they can't find jobs. This inspires them to open their own day-care center.,https://m.media-amazon.com/images/M/MV5BNTZiYjEzY2UtMzA2OC00NjM1LWFlMjItMzg4MTAwOTU2YzYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",09 May 2003,True,92 min,,Daddy Day Care,movie,http://www.sonypictures.com/movies/daddydaycare,Geoff Rodkey,2003,tt0317303,5.6,"57,733",,
20,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry",6 wins & 41 nominations.,"$214,813,155","Canada, USA",25 Nov 2003,Bryan Singer,,"Action, Adventure, Sci-Fi, Thriller","English, German, Italian, Spanish",68,"When anti-mutant colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.",https://m.media-amazon.com/images/M/MV5BNDk0NjYxMzIzOF5BMl5BanBnXkFtZTYwMTc1MjU3._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",02 May 2003,True,134 min,,X2: X-Men United,movie,http://www.x2-movie.com/,"Zak Penn (story), David Hayter (story), Bryan Singer (story), Michael Dougherty (screenplay), Dan Harris (screenplay), David Hayter (screenplay)",2003,tt0290334,7.5,"473,459",,
21,"Tommy Wiseau, Juliette Danielle, Greg Sestero, Philip Haldiman",1 win.,N/A,USA,17 Dec 2005,Tommy Wiseau,,Drama,English,9,"Johnny is a successful banker who lives happily in a San Francisco townhouse with his fiancée, Lisa. One day, inexplicably, she gets bored with him and decides to seduce his best friend, Mark. From there, nothing will be the same again.",https://m.media-amazon.com/images/M/MV5BYjEzN2FlYmYtNDkwMC00NGFkLWE5ODctYmE5NmYxNzE2MmRiXkEyXkFqcGdeQXVyMjMwODc5Mw@@._V1_SX300.jpg,Chloe Productions,R,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '9/100'}]",03 Mar 2004,True,99 min,,The Room,movie,http://theroommovie.com/,Tommy Wiseau,2003,tt0368226,3.7,"70,323",,
22,"David Hewlett, Andrew Miller, Gordon Pinsent, Marie-Josée Croze",2 wins & 3 nominations.,N/A,Canada,25 Oct 2005,Vincenzo Natali,,"Comedy, Fantasy",English,N/A,"After a terrible day, two good friends and housemates find the outside world converted into a featureless and empty white void.",https://m.media-amazon.com/images/M/MV5BMTI0MTg0ODI0M15BMl5BanBnXkFtZTcwNTM1MDEzMQ@@._V1_SX300.jpg,MTI Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",29 Jul 2004,True,90 min,,Nothing,movie,http://www.nothingmovie.com,"Vincenzo Natali (story), Andrew Miller (story), David Hewlett (story), Andrew Lowery, Andrew Miller",2003,tt0298482,6.2,"5,538",,
23,"Russell Crowe, Paul Bettany, James D'Arcy, Edward Woodall",Won 2 Oscars. Another 21 wins & 90 nominations.,"$92,100,000",USA,20 Apr 2004,Peter Weir,,"Action, Adventure, Drama, History, War","English, French, Portuguese",81,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.",https://m.media-amazon.com/images/M/MV5BMjA5NjYyMDM5NV5BMl5BanBnXkFtZTYwOTU5MDY2._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",14 Nov 2003,True,138 min,,Master and Commander: The Far Side of the World,movie,http://www.masterandcommanderthefarsideoftheworld.com/,"Patrick O'Brian (novels), Peter Weir (screenplay), John Collee (screenplay)",2003,tt0311113,7.4,"188,110",,
24,"Colin Firth, Scarlett Johansson, Tom Wilkinson, Judy Parfitt",Nominated for 3 Oscars. Another 17 wins & 41 nominations.,"$11,505,906","UK, Luxembourg",04 May 2004,Peter Webber,,"Biography, Drama, Romance",English,72,A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.,https://m.media-amazon.com/images/M/MV5BOTU3NTg5NDYtNWNkMC00ODZiLTljZjQtNjZhNjlhNjZiNDBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Exhibition On Screen,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",30 Jan 2004,True,100 min,,Girl with a Pearl Earring,movie,http://www.exhibitiononscreen.com/girl-with-a-pearl-earring,"Tracy Chevalier (novel), Olivia Hetreed (screenplay)",2003,tt0335119,6.9,"67,625",,
25,"Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara",3 wins & 3 nominations.,N/A,USA,24 Feb 2004,Robert Rodriguez,,"Action, Adventure, Comedy, Family, Sci-Fi",English,57,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",https://m.media-amazon.com/images/M/MV5BMTI4MTQyNTUzMF5BMl5BanBnXkFtZTcwNzE2MDAwMQ@@._V1_SX300.jpg,Dimension Films,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",25 Jul 2003,True,84 min,,Spy Kids 3-D: Game Over,movie,http://www.spykids.com,Robert Rodriguez (script),2003,tt0338459,4.2,"48,680",,
26,"Eva Löbau, Daniela Holtz, Jan Neumann, Ilona Schulz",6 wins & 3 nominations.,N/A,Germany,28 Mar 2006,Maren Ade,,"Comedy, Drama",German,N/A,"As an awkward idealistic high school teacher begins her first job in the city, things turn out to be much tougher than she had imagined.",https://m.media-amazon.com/images/M/MV5BNTY1ODkxODI1OV5BMl5BanBnXkFtZTgwNzkxMDY0MDE@._V1_SX300.jpg,Komplizen Film GbR,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}]",27 Jan 2005,True,81 min,,The Forest for the Trees,movie,N/A,Maren Ade,2003,tt0386862,7.3,"1,330",,
27,"Jackie Chan, Owen Wilson, Aaron Taylor-Johnson, Tom Fisher",4 nominations.,"$60,447,592","USA, Hong Kong",15 Jul 2003,David Dobkin,,"Action, Adventure, Comedy","English, Mandarin",58,"When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds.",https://m.media-amazon.com/images/M/MV5BMTMxMTgwOTI3Nl5BMl5BanBnXkFtZTYwMTI2NDQ3._V1_SX300.jpg,Touchstone Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",07 Feb 2003,True,114 min,,Shanghai Knights,movie,http://bventertainment.go.com/movies/shanghaiknights,"Alfred Gough (characters), Miles Millar (characters), Alfred Gough, Miles Millar",2003,tt0300471,6.2,"93,283",,
28,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",Nominated for 5 Oscars. Another 36 wins & 96 nominations.,"$305,343,252",USA,02 Dec 2003,Gore Verbinski,,"Action, Adventure, Fantasy",English,63,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Buena Vista Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Metacritic', 'Value': '63/100'}]",09 Jul 2003,True,143 min,,Pirates of the Caribbean: The Curse of the Black Pearl,movie,https://pirates.disney.com/pirates-of-the-caribbean-the-curse-of-the-black-pearl,"Ted Elliott (screen story), Terry Rossio (screen story), Stuart Beattie (screen story), Jay Wolpert (screen story), Ted Elliott (screenplay), Terry Rossio (screenplay)",2003,tt0325980,8.0,"955,774",,
29,"Sean Penn, Naomi Watts, Danny Huston, Carly Nahon",Nominated for 2 Oscars. Another 30 wins & 76 nominations.,"$16,162,920",USA,16 Mar 2004,Alejandro G. Iñárritu,,"Crime, Drama, Thriller",English,70,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",https://m.media-amazon.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",16 Jan 2004,True,124 min,,21 Grams,movie,http://www.21-grams.com/,Guillermo Arriaga,2003,tt0315733,7.7,"211,464",,
30,"Claus Nissen, Majken Algren Nielsen, Daniel Hernandez Rodriguez, Jacqueline Arenal",2 wins & 3 nominations.,N/A,"Denmark, Switzerland, Belgium, France",05 Oct 2004,"Jørgen Leth, Lars von Trier",,Documentary,"Danish, English, French, Spanish",79,"About a filmmaker not only revisiting, but also recreating (not in a conventional sense) one of his first films, The Perfect Human / Det perfekte menneske (1967)",https://ia.media-imdb.com/images/M/MV5BMTA3NjEzOTM1OTleQTJeQWpwZ15BbWU4MDk3ODc4MDMx._V1_SX300.jpg,Magnolia Pictures,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",21 Nov 2003,True,90 min,,The Five Obstructions,movie,http://www.films-sans-frontieres.fr/5obstructions/,"Sophie Destin (poem), Asger Leth (script), Jørgen Leth (script), Lars von Trier (script)",2003,tt0354575,7.5,"7,180",,
31,"Mika Shinohara, Makoto Shinkai, Sumi Mutoh, Chihiro Suzuki",N/A,N/A,Japan,10 Jun 2003,Makoto Shinkai,,"Animation, Short, Drama, Romance, Sci-Fi",Japanese,N/A,The love of Japanese high school students Mikako Nagamine and Noboru Tera is tested when Mikako is sent to fight aliens in a distant universe and voice mails to and from Earth become months to years in transmission.,https://m.media-amazon.com/images/M/MV5BM2JmOWQ4NjMtYjM0My00ZTY3LWIxOTQtOGQ2NzI0NjIxMGJkXkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_SX300.jpg,ADV Films,Unrated,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",02 Feb 2003,True,25 min,,Hoshi no koe,movie,N/A,Makoto Shinkai,2002,tt0370754,7.3,"7,545",,
