,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
10,"Howard Keel, Nicole Maurey, Janette Scott, Kieron Moore",N/A,N/A,UK,29 Mar 2005,"Steve Sekely, Freddie Francis",,"Horror, Sci-Fi",English,N/A,"After an unusual meteor shower leaves most of the human population blind, a merchant navy officer must find a way to conquer tall, aggressive plants which are feeding on people and animals.",https://m.media-amazon.com/images/M/MV5BY2U3NDcxM2UtYTE2Ny00OWEzLTgyZmUtZTliOTVhMDM5N2U0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,Unknown,Approved,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}]",27 Apr 1963,True,93 min,,Invasion of the Triffids,movie,N/A,"Bernard Gordon (screenplay), Philip Yordan (front for Bernard Gordon), John Wyndham (novel)",1963,tt0055894,6.1,"6,566",,
11,"Leslie Caron, Anthony Booth, Avis Bunnage, Patricia Phoenix",Nominated for 1 Oscar. Another 3 wins & 5 nominations.,N/A,UK,N/A,Bryan Forbes,,"Drama, Romance",English,N/A,"A single, pregnant woman moves into a London boarding house where she meets a group of fellow misfits.",https://m.media-amazon.com/images/M/MV5BNDFlZGZjYjAtMTI2ZC00OWM2LWE3NmYtODg2YjczMjE2N2I3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Columbia Pictures,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",20 Nov 1962,True,126 min,,The L-Shaped Room,movie,N/A,"Lynne Reid Banks (based on an original novel by), Bryan Forbes (written for the screen by)",1962,tt0057239,7.4,"1,504",,
12,"Jeanne Moreau, Oskar Werner, Henri Serre, Vanna Urbino",Nominated for 2 BAFTA Film Awards. Another 3 wins & 1 nomination.,N/A,France,16 Nov 1999,François Truffaut,,"Drama, Romance","French, German, English",N/A,Decades of a love triangle concerning two friends and an impulsive woman.,https://m.media-amazon.com/images/M/MV5BZTM1MTRiNDctMTFiMC00NGM1LTkyMWQtNTY1M2JjZDczOWQ3XkEyXkFqcGdeQXVyMDI3OTIzOA@@._V1_SX300.jpg,Janus Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",23 Jan 1962,True,105 min,,Jules and Jim,movie,N/A,"Henri-Pierre Roché (novel), François Truffaut (adaptation), Jean Gruault (adaptation)",1962,tt0055032,7.9,"32,993",,
13,"Franchot Tone, Lew Ayres, Henry Fonda, Walter Pidgeon",Nominated for 1 BAFTA Film Award. Another 1 win & 1 nomination.,N/A,USA,10 May 2005,Otto Preminger,,"Drama, Thriller",English,N/A,"Senate investigation into the President's newly nominated Secretary of State, gives light to a secret from the past, which may not only ruin the candidate, but the President's character as well.",https://m.media-amazon.com/images/M/MV5BY2UyNjcxMTctMWMzYi00OTViLWJiZTQtZjNmN2IzZmVjZGY2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,WARNER BROTHERS PICTURES,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}]",06 Jun 1962,True,139 min,,Advise & Consent,movie,N/A,"Allen Drury (novel), Wendell Mayes (screenplay)",1962,tt0055728,7.8,"5,720",,
14,"Jean-Paul Belmondo, Claudia Cardinale, Jess Hahn, Marcel Dalio",1 nomination.,N/A,"France, Italy",30 May 2003,Philippe de Broca,,"Action, Comedy, Adventure, Drama",French,N/A,"In the 18th century, Louis de Bourguignon is working with the Malichot's gang, but their ways are too 'unethical' for him. He creates his own band, acting under the name of Cartouche, ...",https://m.media-amazon.com/images/M/MV5BMjAxOTE1OTMxOV5BMl5BanBnXkFtZTgwNDMwMTkwMzE@._V1_SX300.jpg,Cinédis,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",21 Jul 1964,True,114 min,,Swords of Blood,movie,N/A,"Daniel Boulanger, Philippe de Broca, Charles Spaak",1962,tt0055832,6.7,"1,928",,
15,"Florence Delay, Jean-Claude Fourneau, Roger Honorat, Marc Jacquier",2 wins & 1 nomination.,N/A,France,N/A,Robert Bresson,,"Drama, History","French, English",N/A,"A reconstruction of the trial of Joan of Arc (based entirely on the transcripts of the real-life trial), concerning Joan's imprisonment, interrogation and final execution at the hands of ...","https://m.media-amazon.com/images/M/MV5BMTI3NTAwMzg4MV5BMl5BanBnXkFtZTcwNzkxMjA0MQ@@._V1._CR1,37,347,416_SY132_CR10,0,89,132_AL_.jpg_V1_SX300.jpg",Criterion Collection,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",15 Mar 1963,True,65 min,,The Trial of Joan of Arc,movie,N/A,Robert Bresson,1962,tt0059616,7.6,"3,640",,
16,"Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins",Won 7 Oscars. Another 23 wins & 14 nominations.,N/A,UK,03 Apr 2001,David Lean,,"Adventure, Biography, Drama, History, War","English, Arabic, Turkish",100,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,Columbia Pictures,Approved,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '100/100'}]",11 Dec 1962,True,216 min,,Lawrence of Arabia,movie,N/A,"T.E. Lawrence (writings), Robert Bolt (screenplay), Michael Wilson (screenplay)",1962,tt0056172,8.3,"238,358",,
17,"Candace Hilligoss, Frances Feist, Sidney Berger, Art Ellison",N/A,N/A,USA,16 May 2000,Herk Harvey,,"Horror, Mystery",English,N/A,"After a traumatic accident, a woman becomes drawn to a mysterious abandoned carnival.",https://m.media-amazon.com/images/M/MV5BYjgxYjI1ODktNWYyNy00N2EyLWFhOWEtMmI1ZmU3ZmU5ZWFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Herts-Lion International Corp.,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}]",02 Nov 1962,True,78 min,,Carnival of Souls,movie,N/A,John Clifford (written),1962,tt0055830,7.2,"17,400",,
18,"James Mason, Shelley Winters, Sue Lyon, Gary Cockrell",Nominated for 1 Oscar. Another 2 wins & 8 nominations.,N/A,"UK, USA",29 Jun 1999,Stanley Kubrick,,"Crime, Drama, Romance","English, French, Spanish, German",N/A,A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.,https://m.media-amazon.com/images/M/MV5BYjliZjQ1NGMtNjU1MS00M2RmLThkN2UtM2NlNTJjM2FjYTk1XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,MGM,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",21 Jun 1962,True,153 min,,Lolita,movie,N/A,"Vladimir Nabokov (screenplay), Vladimir Nabokov (novel)",1962,tt0056193,7.6,"81,425",,
19,"Jean Négroni, Hélène Chatelain, Davos Hanich, Jacques Ledoux",2 wins.,N/A,France,N/A,Chris Marker,,"Short, Drama, Romance, Sci-Fi","French, German",N/A,"The story of a man forced to explore his memories in the wake of World War III's devastation, told through still images.",https://m.media-amazon.com/images/M/MV5BNTZhMTdmYTAtODJjZS00YmQzLWE5YmEtMTFmNGJlYWVhZjc0XkEyXkFqcGdeQXVyNTc1NDM0NDU@._V1_SX300.jpg,Criterion Collection,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",16 Feb 1962,True,28 min,,La Jetée,movie,N/A,N/A,1962,tt0056119,8.3,"26,068",,
20,"Laurence Harvey, Capucine, Jane Fonda, Anne Baxter",N/A,N/A,USA,10 Feb 2004,Edward Dmytryk,,"Drama, Romance",English,N/A,The lives of a group of women in a New Orleans bordello.,https://m.media-amazon.com/images/M/MV5BMTI4YzI0NDQtMzU1NS00MzU2LTg1OWMtMDUwMWRhNDc2ZGVkL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,Columbia Pictures,APPROVED,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",23 Mar 1962,True,114 min,,Walk on the Wild Side,movie,N/A,"Nelson Algren (novel), John Fante (screenplay), Edmund Morris (screenplay)",1962,tt0056671,6.8,"1,523",,
21,"Tadao Takashima, Kenji Sahara, Yû Fujiki, Ichirô Arishima",N/A,N/A,"Japan, USA",12 May 1998,Ishirô Honda,,"Action, Adventure, Fantasy, Sci-Fi","Japanese, English",40,"A pharmaceutical company captures King Kong and brings him to Japan, where he escapes from captivity and battles a recently released Godzilla.",https://m.media-amazon.com/images/M/MV5BYmY0YjBhNTEtZmEyNS00YjllLTkyYTktYzZlYjcyNmQzYjI1L2ltYWdlXkEyXkFqcGdeQXVyNjQ2MzU1NzQ@._V1_SX300.jpg,Toho,Approved,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",26 Jun 1963,True,91 min,,King Kong vs. Godzilla,movie,N/A,"Shin'ichi Sekizawa, Paul Mason, Bruce Howard",1962,tt0056142,5.9,"6,814",,
22,"José Luis López Vázquez, Cassen, Gracita Morales, Katia Loritz",1 win.,N/A,Spain,N/A,José María Forqué,,Comedy,Spanish,N/A,"Galindo works in a bank. One day he convinces the other employees in the bank to plan a hold-up in the bank they are working. They prepare everything carefully. However, real robbers come ...",https://m.media-amazon.com/images/M/MV5BOTdmNTcwZTMtYmRkZS00ODA5LTk2ZmUtNGNlZjhiYzJhZWZhXkEyXkFqcGdeQXVyNTI3MDM2Mzc@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,True,92 min,,Atraco a las tres,movie,N/A,"Pedro Masó (story), Vicente Coello (story), Pedro Masó (screenplay), Vicente Coello (screenplay)",1962,tt0055763,7.5,909,,
23,"John Wayne, Hardy Krüger, Elsa Martinelli, Red Buttons",Nominated for 1 Oscar. Another 1 nomination.,N/A,USA,24 Jul 2001,Howard Hawks,,"Action, Adventure, Drama, Romance","English, Swahili",N/A,A group of men trap wild animals in Africa and sell them to zoos before the arrival of a female wildlife photographer threatens to change their ways.,https://m.media-amazon.com/images/M/MV5BNGY4NmIzMzUtZjA0OC00NzkwLWE3YmMtMWVjZTgwNTljYjI4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Howard Hawks,Approved,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",19 Jun 1962,True,157 min,,Hatari!,movie,N/A,"Leigh Brackett (screenplay), Harry Kurnitz (story)",1962,tt0056059,7.2,"10,621",,
24,"Linda Christian, Robert Alda, Ariadna Welter, Neil Hamilton",N/A,N/A,USA,29 Mar 2005,William J. Hole Jr.,,Horror,English,N/A,"A man is haunted by visions of a beautiful woman. When he finally meets her, he winds up involved in a Satanic cult.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzAxMGVmYTQtZDM5Yi00MjgxLWIxZTUtM2Y0OGE4NmIzNGMxXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,Crown International Pictures,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",13 Sep 1961,True,71 min,,The Devil's Hand,movie,N/A,Jo Heims (screenplay),1961,tt0055902,4.5,836,,
25,"Bette Davis, Joan Crawford, Victor Buono, Wesley Addy",Won 1 Oscar. Another 1 win & 11 nominations.,N/A,USA,25 Sep 1997,Robert Aldrich,,"Drama, Horror, Thriller",English,N/A,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,https://m.media-amazon.com/images/M/MV5BZmI0M2VmNTgtMWVhYS00Zjg1LTk1YTYtNmJmMjRkZmMwYTc2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,Warner Bros. Pictures,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,True,134 min,,What Ever Happened to Baby Jane?,movie,N/A,"Henry Farrell (from the novel by), Lukas Heller (screenplay)",1962,tt0056687,8.1,"44,490",,
26,"Rosalind Russell, Natalie Wood, Karl Malden, Paul Wallace",Nominated for 3 Oscars. Another 1 win & 10 nominations.,N/A,USA,02 May 2000,Mervyn LeRoy,,"Biography, Comedy, Drama, Musical",English,N/A,"Based on the Broadway hit about the life and times of burlesque dancer Gypsy Rose Lee and her aggressive stage mother, Mama Rose.",https://m.media-amazon.com/images/M/MV5BM2FiYWQzOGItZjBlNS00ZjMyLWEwZjAtYzMwYTlmNGI1MzZlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Warner Home Video,Approved,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}]",01 Nov 1962,True,143 min,,Gypsy,movie,N/A,"Arthur Laurents (based upon the stage play: book by), Gypsy Rose Lee (from the memoirs of), Leonard Spigelgass (screenplay)",1962,tt0056048,7.2,"4,940",,
27,"Marisa Solinas, Germano Gilioli, Anita Ekberg, Peppino De Filippo",1 nomination.,N/A,"Italy, France",26 Apr 2005,"Vittorio De Sica, Federico Fellini, Mario Monicelli, Luchino Visconti",,"Comedy, Fantasy, Romance","Italian, German",N/A,"Four directors tell tales of Eros fit for a 1970s Decameron. Working-class lovers, Renzo and Luciana, marry but must hide it from her employer; plus, they need a room of their own. A ...",https://m.media-amazon.com/images/M/MV5BMTUwMTQxMDA3NF5BMl5BanBnXkFtZTgwNzg4ODUxMzE@._V1_SX300.jpg,Francinex,Unrated,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",26 Jun 1962,True,205 min,,Boccaccio '70,movie,N/A,"Giovanni Arpino (screenplay), Suso Cecchi D'Amico (screenplay), Italo Calvino (screenplay), Ennio Flaiano (screenplay), Tullio Pinelli (screenplay), Federico Fellini (screenplay), Goffredo Parise (screenplay collaboration), Brunello Rondi (screenplay collaboration), Suso Cecchi D'Amico (screenplay), Luchino Visconti (screenplay), Cesare Zavattini (screenplay), Mario Monicelli (segment)",1962,tt0055805,7.2,"3,281",,
28,"Forugh Farrokhzad, Ebrahim Golestan, Hossein Mansouri",N/A,N/A,Iran,22 Feb 2005,Forugh Farrokhzad,,"Documentary, Short",Persian,N/A,"Set in a leper colony in the north of Iran, The House is Black juxtaposes ""ugliness"", of which there is much in the world as stated in the opening scenes, with religion and gratitude.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzM0MDI5ODU1NV5BMl5BanBnXkFtZTcwOTQwNzcyMQ@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",24 Feb 2008,True,20 min,,The House Is Black,movie,N/A,Forugh Farrokhzad,1963,tt0336693,8.0,"2,963",,
29,"Robert Cummings, Dorothy Malone, Frankie Avalon, Annette Funicello",1 win.,N/A,USA,05 Sep 2000,William Asher,,"Comedy, Musical, Romance",English,N/A,"""Beach Party"" was the first of of a series of seven related AIP beach party films. The others are Muscle Beach Party, Bikini Beach, Pajama Party, Beach Blanket Bingo, How to Stuff a Wild Bikini and The Ghost in the Invisible Bikini.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MjUyMjY4OF5BMl5BanBnXkFtZTcwMDU4NjkyMQ@@._V1_SX300.jpg,MGM,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]",07 Aug 1963,True,101 min,,Beach Party,movie,N/A,Lou Rusoff,1963,tt0056860,5.8,"1,534",,
30,"George Devine, Rachel Kempson, Angela Baddeley, Joyce Redman",Won 4 Oscars. Another 16 wins & 20 nominations.,N/A,UK,30 Oct 1997,Tony Richardson,,"Adventure, Comedy, History",English,N/A,The romantic and chivalrous adventures of adopted bastard Tom Jones in 18th century England.,https://m.media-amazon.com/images/M/MV5BMTUxMzgwODM5N15BMl5BanBnXkFtZTcwNTExNDY3NA@@._V1_SX300.jpg,Woodfall Film Productions,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}]",27 Jun 1963,True,128 min,,Tom Jones,movie,N/A,"John Osborne (screenplay), Henry Fielding (based on the novel by)",1963,tt0057590,6.6,"10,213",,
31,"Rod Taylor, Jessica Tandy, Suzanne Pleshette, Tippi Hedren",Nominated for 1 Oscar. Another 4 wins & 5 nominations.,N/A,USA,28 Mar 2000,Alfred Hitchcock,,"Drama, Horror, Mystery, Romance",English,87,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,https://m.media-amazon.com/images/M/MV5BMTAxNDA1ODc5MDleQTJeQWpwZ15BbWU4MDg2MDA4OTEx._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",29 Mar 1963,True,119 min,,The Birds,movie,N/A,"Daphne Du Maurier (from the story by), Evan Hunter (screenplay by)",1963,tt0056869,7.7,"153,197",,
32,"Catherine Sée, Philippe Beuzen, Christian Charrière, Diane Wilkinson",N/A,N/A,France,15 Aug 2006,Éric Rohmer,,"Drama, Romance",French,N/A,The friendship of Bertrand and Guillaume is complicated when the womanizing Guillaume begins to pursue a charming girl named Suzanne.,https://m.media-amazon.com/images/M/MV5BMTMxMDA4MzQ3OF5BMl5BanBnXkFtZTcwNzEzMTMyMQ@@._V1_SX300.jpg,Criterion Collection,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",22 Jun 1983,True,54 min,,Suzanne's Career,movie,N/A,Éric Rohmer,1963,tt0056910,7.2,"2,443",,
